"","chr","start","end","center","width"
"19428","chr17",32265575,32267014,32266294,1439
"19429","chr9",89000985,89001330,89001157,345
"19430","chr11",118925241,118926110,118925675,869
"19431","chr17",67993105,67994316,67993710,1211
"19432","chr5",171450628,171450863,171450745,235
"19433","chr10",17644098,17644336,17644217,238
"19434","chr12",21527474,21528048,21527761,574
"19435","chr4",47913844,47914863,47914353,1019
"19436","chr20",24918318,24918545,24918431,227
"19437","chr15",42548264,42548918,42548591,654
"19438","chr19",35295648,35296059,35295853,411
"19439","chr8",66775070,66775552,66775311,482
"19440","chr1",26959574,26960610,26960092,1036
"19441","chr8",12600895,12601623,12601259,728
"19442","chr12",48183578,48184791,48184184,1213
"19443","chr10",623130,623396,623263,266
"19444","chr11",993208,994006,993607,798
"19445","chr11",59142654,59143111,59142882,457
"19446","chr17",44176766,44177235,44177000,469
"19447","chr20",62063556,62063926,62063741,370
"19448","chrY",7273480,7275183,7274331,1703
"19449","chr8",22010221,22010693,22010457,472
"19450","chr20",31632591,31632859,31632725,268
"19451","chr14",105769151,105769456,105769303,305
"19452","chr11",66958032,66958902,66958467,870
"19453","chr17",7990012,7990384,7990198,372
"19454","chr5",179879108,179879346,179879227,238
"19455","chr16",29876467,29876995,29876731,528
"19456","chr17",15782904,15783160,15783032,256
"19457","chr3",115146589,115148277,115147433,1688
"19458","chr11",68423541,68423761,68423651,220
"19459","chr16",30021463,30021810,30021636,347
"19460","chr17",81238616,81239971,81239293,1355
"19461","chr7",10973644,10974261,10973952,617
"19462","chr2",10426763,10427022,10426892,259
"19463","chr1",153922993,153923445,153923219,452
"19464","chr6",108117794,108120004,108118899,2210
"19465","chr1",3718069,3718537,3718303,468
"19466","chr9",136011486,136012075,136011780,589
"19467","chr6",54846355,54847235,54846795,880
"19468","chr8",118951707,118951939,118951823,232
"19469","chr3",97764296,97764774,97764535,478
"19470","chr7",151057835,151058339,151058087,504
"19471","chr7",1817116,1817762,1817439,646
"19472","chr14",58298455,58299668,58299061,1213
"19473","chr7",123534418,123535208,123534813,790
"19474","chr18",26655625,26657297,26656461,1672
"19475","chr1",2109558,2109863,2109710,305
"19476","chr17",58279013,58279652,58279332,639
"19477","chr10",132306943,132308918,132307930,1975
"19478","chr6",111087223,111088281,111087752,1058
"19479","chr2",127025505,127025735,127025620,230
"19480","chr10",22252503,22253810,22253156,1307
"19481","chr12",110280587,110282257,110281422,1670
"19482","chr5",141365964,141366326,141366145,362
"19483","chr10",79446511,79446770,79446640,259
"19484","chr7",73667513,73668375,73667944,862
"19485","chr2",219522353,219523353,219522853,1000
"19486","chr20",63861496,63862896,63862196,1400
"19487","chr22",44786136,44786343,44786239,207
"19488","chr5",180207577,180207875,180207726,298
"19489","chr20",57351156,57351529,57351342,373
"19490","chr3",48685536,48686324,48685930,788
"19491","chr8",142404052,142404338,142404195,286
"19492","chr8",37762261,37763252,37762756,991
"19493","chr19",18788228,18791475,18789851,3247
"19494","chr17",19063633,19063883,19063758,250
"19495","chr19",821345,822463,821904,1118
"19496","chr16",90082075,90082385,90082230,310
"19497","chr19",4090202,4090690,4090446,488
"19498","chr10",18710215,18710461,18710338,246
"19499","chr7",151226794,151227450,151227122,656
"19500","chr7",32761872,32762360,32762116,488
"19501","chr7",157501609,157501823,157501716,214
"19502","chr12",6540511,6540731,6540621,220
"19503","chr4",118352150,118353303,118352726,1153
"19504","chr17",80181453,80181656,80181554,203
"19505","chr11",64185205,64186756,64185980,1551
"19506","chr3",123960938,123961634,123961286,696
"19507","chr11",76321883,76322203,76322043,320
"19508","chr12",56360077,56360539,56360308,462
"19509","chr15",41919221,41919503,41919362,282
"19510","chr22",46762170,46763083,46762626,913
"19511","chr11",1281542,1281752,1281647,210
"19512","chr1",222814994,222815219,222815106,225
"19513","chr5",93579064,93581631,93580347,2567
"19514","chr1",42658306,42658751,42658528,445
"19515","chr20",31514483,31515053,31514768,570
"19516","chr8",79783595,79784223,79783909,628
"19517","chr9",37029935,37030298,37030116,363
"19518","chr6",423846,424827,424336,981
"19519","chr6",133895781,133896142,133895961,361
"19520","chrX",37545105,37545362,37545233,257
"19521","chr3",194296691,194297400,194297045,709
"19522","chr6",43629053,43629953,43629503,900
"19523","chr15",90265342,90266019,90265680,677
"19524","chr20",21709120,21709410,21709265,290
"19525","chr12",6943986,6944764,6944375,778
"19526","chrX",135985348,135986150,135985749,802
"19527","chr5",1025215,1025514,1025364,299
"19528","chr1",46466624,46467220,46466922,596
"19529","chr17",38561491,38562357,38561924,866
"19530","chr5",134465815,134466051,134465933,236
"19531","chr9",97852952,97855228,97854090,2276
"19532","chr14",35533392,35535807,35534599,2415
"19533","chr18",50559468,50561219,50560343,1751
"19534","chr7",151085989,151087953,151086971,1964
"19535","chr12",132558707,132559136,132558921,429
"19536","chr16",2765574,2766794,2766184,1220
"19537","chr12",124294883,124295760,124295321,877
"19538","chr19",1718803,1719155,1718979,352
"19539","chr17",35596569,35597125,35596847,556
"19540","chr14",105033465,105033684,105033574,219
"19541","chr2",47905145,47906141,47905643,996
"19542","chr5",211563,212374,211968,811
"19543","chr17",80065492,80065748,80065620,256
"19544","chr22",49615310,49616064,49615687,754
"19545","chr11",2991569,2992951,2992260,1382
"19546","chr19",1856726,1857444,1857085,718
"19547","chr14",56811991,56812398,56812194,407
"19548","chr2",218322930,218323454,218323192,524
"19549","chr14",101229937,101230167,101230052,230
"19550","chr13",100588435,100588972,100588703,537
"19551","chr5",5886949,5887415,5887182,466
"19552","chr16",67162889,67166085,67164487,3196
"19553","chr1",77219311,77219567,77219439,256
"19554","chr2",241872904,241873706,241873305,802
"19555","chr22",45645488,45646030,45645759,542
"19556","chr17",978493,980141,979317,1648
"19557","chr6",27757325,27757720,27757522,395
"19558","chr5",172641015,172642171,172641593,1156
"19559","chr11",46389371,46393137,46391254,3766
"19560","chr11",124673488,124674150,124673819,662
"19561","chr5",70924957,70925412,70925184,455
"19562","chr22",37051649,37052198,37051923,549
"19563","chr1",228556409,228556706,228556557,297
"19564","chr17",18857960,18858540,18858250,580
"19565","chr10",101140065,101140506,101140285,441
"19566","chr17",37512620,37512924,37512772,304
"19567","chr10",103452193,103452549,103452371,356
"19568","chr7",27225539,27225874,27225706,335
"19569","chr7",102248385,102249354,102248869,969
"19570","chr9",19934353,19934829,19934591,476
"19571","chr2",110212275,110212645,110212460,370
"19572","chr19",50480596,50480818,50480707,222
"19573","chr11",76194673,76194874,76194773,201
"19574","chr3",183884644,183885086,183884865,442
"19575","chr1",203327149,203327801,203327475,652
"19576","chr14",69850130,69850523,69850326,393
"19577","chr11",68121047,68122301,68121674,1254
"19578","chr17",1684493,1685106,1684799,613
"19579","chr1",10647753,10648083,10647918,330
"19580","chr8",41828302,41828560,41828431,258
"19581","chr10",132779731,132780073,132779902,342
"19582","chr7",4816359,4816581,4816470,222
"19583","chr2",120344224,120346958,120345591,2734
"19584","chr11",134068955,134069786,134069370,831
"19585","chr6",43687534,43687881,43687707,347
"19586","chr6",24666310,24667167,24666738,857
"19587","chr11",73660755,73661587,73661171,832
"19588","chr4",56314059,56315981,56315020,1922
"19589","chr1",18637686,18637907,18637796,221
"19590","chr20",21703106,21703782,21703444,676
"19591","chr19",19192045,19192339,19192192,294
"19592","chr5",10353288,10354400,10353844,1112
"19593","chr11",70155647,70155882,70155764,235
"19594","chr22",45970846,45972846,45971846,2000
"19595","chr10",130045252,130045955,130045603,703
"19596","chr11",10304501,10305043,10304772,542
"19597","chr6",168319001,168319962,168319481,961
"19598","chr6",10409876,10410457,10410166,581
"19599","chr11",47578577,47579375,47578976,798
"19600","chr4",112514742,112516846,112515794,2104
"19601","chr19",7477218,7477469,7477343,251
"19602","chr17",81128948,81129170,81129059,222
"19603","chr14",77641827,77642319,77642073,492
"19604","chr4",13483898,13484909,13484403,1011
"19605","chr8",37700409,37701369,37700889,960
"19606","chr19",49451506,49451928,49451717,422
"19607","chr18",48921348,48921713,48921530,365
"19608","chrX",119399200,119399824,119399512,624
"19609","chr17",74212335,74212763,74212549,428
"19610","chr11",65333638,65334372,65334005,734
"19611","chr2",63588066,63588976,63588521,910
"19612","chr17",75128820,75129059,75128939,239
"19613","chr15",33310615,33311802,33311208,1187
"19614","chr2",70904070,70905126,70904598,1056
"19615","chr20",3082359,3083500,3082929,1141
"19616","chr4",139083564,139084652,139084108,1088
"19617","chr11",14381054,14381540,14381297,486
"19618","chrX",71578172,71578503,71578337,331
"19619","chr14",21103676,21104361,21104018,685
"19620","chr19",10513799,10515100,10514449,1301
"19621","chr14",89955798,89956249,89956023,451
"19622","chr1",150561599,150561825,150561712,226
"19623","chr17",63699530,63701373,63700451,1843
"19624","chr10",5666017,5666835,5666426,818
"19625","chr14",52267489,52268768,52268128,1279
"19626","chr16",90003354,90004475,90003914,1121
"19627","chr16",88881305,88881607,88881456,302
"19628","chr6",26273062,26273329,26273195,267
"19629","chr19",50230727,50231031,50230879,304
"19630","chr10",122818610,122818927,122818768,317
"19631","chr16",89100795,89101074,89100934,279
"19632","chr10",23693453,23693660,23693556,207
"19633","chr22",50030025,50030924,50030474,899
"19634","chr7",55004573,55004929,55004751,356
"19635","chr18",78991939,78995549,78993744,3610
"19636","chr16",15129866,15130405,15130135,539
"19637","chr19",426321,427819,427070,1498
"19638","chr7",92179017,92179318,92179167,301
"19639","chr10",44310697,44311281,44310989,584
"19640","chr20",22586815,22587242,22587028,427
"19641","chr14",104461704,104462316,104462010,612
"19642","chr2",219539434,219540561,219539997,1127
"19643","chr19",39031624,39032587,39032105,963
"19644","chr4",88378838,88379108,88378973,270
"19645","chr16",88446865,88447106,88446985,241
"19646","chr17",67366227,67366721,67366474,494
"19647","chr15",55993062,55994097,55993579,1035
"19648","chr11",134712402,134712687,134712544,285
"19649","chr14",104985023,104985225,104985124,202
"19650","chr2",201071301,201071653,201071477,352
"19651","chr16",3017520,3018357,3017938,837
"19652","chr7",29563924,29565177,29564550,1253
"19653","chr10",132749062,132749702,132749382,640
"19654","chr19",53868600,53869736,53869168,1136
"19655","chr18",12702185,12703243,12702714,1058
"19656","chr11",66001926,66002831,66002378,905
"19657","chr2",97741330,97741576,97741453,246
"19658","chr10",133226433,133226692,133226562,259
"19659","chr9",19788217,19789290,19788753,1073
"19660","chr9",97501393,97502326,97501859,933
"19661","chr16",22436879,22437707,22437293,828
"19662","chr11",62726522,62727655,62727088,1133
"19663","chr5",140821855,140822072,140821963,217
"19664","chr16",89107296,89107497,89107396,201
"19665","chr17",80414637,80415922,80415279,1285
"19666","chr15",89411372,89411951,89411661,579
"19667","chr9",129665178,129665400,129665289,222
"19668","chr15",93052010,93052461,93052235,451
"19669","chr1",230867885,230868909,230868397,1024
"19670","chr17",19344472,19344756,19344614,284
"19671","chr7",90211499,90212177,90211838,678
"19672","chr11",108121277,108122004,108121640,727
"19673","chr1",9588674,9589459,9589066,785
"19674","chr7",1980128,1980465,1980296,337
"19675","chr17",11240170,11242099,11241134,1929
"19676","chr19",55117120,55117737,55117428,617
"19677","chr11",76860636,76861247,76860941,611
"19678","chr11",66011840,66012383,66012111,543
"19679","chr14",63045289,63046278,63045783,989
"19680","chr10",108911966,108912568,108912267,602
"19681","chr11",2385481,2385697,2385589,216
"19682","chrX",115968702,115969064,115968883,362
"19683","chrX",51495854,51497252,51496553,1398
"19684","chr17",3571288,3571603,3571445,315
"19685","chr7",151381376,151382450,151381913,1074
"19686","chr16",3484833,3485066,3484949,233
"19687","chr7",4788713,4788918,4788815,205
"19688","chr14",89162541,89162855,89162698,314
"19689","chr8",6406061,6406801,6406431,740
"19690","chr9",126223120,126223326,126223223,206
"19691","chrX",71253962,71254437,71254199,475
"19692","chr4",169774838,169775123,169774980,285
"19693","chr4",893402,894376,893889,974
"19694","chr4",88457072,88457797,88457434,725
"19695","chr6",41734271,41735743,41735007,1472
"19696","chr4",144645090,144646120,144645605,1030
"19697","chr3",50568914,50569541,50569227,627
"19698","chr10",15370420,15371463,15370941,1043
"19699","chr3",12815150,12815364,12815257,214
"19700","chr22",50505925,50506177,50506051,252
"19701","chr22",50697242,50697698,50697470,456
"19702","chr14",51093398,51095769,51094583,2371
"19703","chr12",53299657,53300244,53299950,587
"19704","chr2",172083115,172083472,172083293,357
"19705","chr11",6240110,6240505,6240307,395
"19706","chr9",137278161,137281653,137279907,3492
"19707","chr3",155805951,155806385,155806168,434
"19708","chr2",127415899,127416217,127416058,318
"19709","chr11",3422015,3423201,3422608,1186
"19710","chr4",171812583,171813967,171813275,1384
"19711","chr14",52695120,52696062,52695591,942
"19712","chr4",577330,577979,577654,649
"19713","chr17",5486070,5486963,5486516,893
"19714","chr2",207711277,207712382,207711829,1105
"19715","chr3",142149120,142149771,142149445,651
"19716","chr5",692566,694262,693414,1696
"19717","chr16",30524520,30525215,30524867,695
"19718","chrX",20116085,20117232,20116658,1147
"19719","chr12",57487967,57488252,57488109,285
"19720","chr11",33735930,33736576,33736253,646
"19721","chr1",1231621,1233605,1232613,1984
"19722","chr10",45672229,45673194,45672711,965
"19723","chr17",2755391,2756108,2755749,717
"19724","chrX",154750563,154751375,154750969,812
"19725","chr11",64827049,64827794,64827421,745
"19726","chr2",223944206,223945502,223944854,1296
"19727","chr5",141157315,141158185,141157750,870
"19728","chr22",23141810,23142122,23141966,312
"19729","chr17",17494934,17497032,17495983,2098
"19730","chrX",9944545,9944928,9944736,383
"19731","chr20",46028824,46029799,46029311,975
"19732","chr7",157470257,157470764,157470510,507
"19733","chr17",30291352,30292255,30291803,903
"19734","chr3",12868729,12869021,12868875,292
"19735","chr9",33750521,33751162,33750841,641
"19736","chr19",29673861,29674649,29674255,788
"19737","chr2",170711812,170712357,170712084,545
"19738","chr12",8389959,8390738,8390348,779
"19739","chr6",31197635,31198146,31197890,511
"19740","chr7",76318076,76318593,76318334,517
"19741","chr15",31391781,31393086,31392433,1305
"19742","chr13",35478416,35478982,35478699,566
"19743","chr7",75559751,75559985,75559868,234
"19744","chr1",166165021,166167211,166166116,2190
"19745","chr17",996602,997523,997062,921
"19746","chr8",12193587,12195098,12194342,1511
"19747","chr8",47188540,47189291,47188915,751
"19748","chr11",75399449,75399880,75399664,431
"19749","chr8",41876025,41876393,41876209,368
"19750","chr17",77246789,77247531,77247160,742
"19751","chr2",230864858,230866106,230865482,1248
